CLE;AB;BA;BP;BP_AB;BP_PM;H;PB;PM;PM_AB;PT;PT_AB;PT_PM;TO;BOG;ALTI;D_1A;D_1AR;D_R;D_2;D_4GA;D_7;D_8;D_8AR;D_WA;ELE;P_DEF;ARI;DWFC;EVA;GDD;MAT;PRECT;PRECU;VPD;AG;BR;FT;HF;HL;LOG;SBOM;SBOS;SBON;O1700;O1880;O1900;O1920
1133;2.57;0.00;2.20;0.22;4.18;22.23;0.00;42.19;16.73;0.00;0.00;0.00;0.00;1.03;604.94;41.08;30.81;16.76;5.40;0.00;0.00;0.00;0.00;5.95;96.10;19;3;8;3;4;6;6;6;6;0.00;2.13;0.00;0.000;0.00;0.00;0.00;0.00;0.00;35.90;28.20;28.20;5.13
1134;0.08;0.00;2.35;0.00;12.30;28.40;0.00;22.10;6.07;0.00;0.00;0.00;0.00;1.29;521.97;57.63;19.77;11.86;6.21;0.00;0.00;0.00;0.00;4.52;92.71;22;3;9;3;5;6;6;5;6;0.00;23.39;0.00;0.000;0.00;0.00;0.00;0.00;0.00;80.64;12.90;6.45;0.00
1135;2.05;0.00;3.40;0.00;5.87;28.59;0.00;40.91;11.75;0.00;0.00;0.00;0.00;1.91;565.12;27.23;24.61;40.31;3.14;0.00;1.05;0.00;0.00;3.66;107.50;42;3;9;3;5;7;6;6;6;0.00;0.28;0.00;0.000;0.00;0.00;0.00;0.00;0.00;90.47;4.76;4.76;0.00
1136;1.44;0.00;0.84;0.51;5.03;20.97;0.00;48.18;17.38;0.00;0.00;0.00;0.00;0.65;656.08;36.99;13.70;43.84;1.03;0.00;0.00;0.00;0.00;4.45;105.04;41;3;8;3;4;6;6;6;6;0.00;0.79;0.00;0.000;0.00;0.00;0.00;0.00;0.00;58.99;23.74;12.23;2.88
1137;0.51;0.00;0.00;0.00;3.75;9.75;0.00;43.39;24.55;0.00;0.00;0.00;0.00;0.72;670.11;63.78;16.76;3.78;3.24;0.00;1.08;0.00;0.00;11.35;60.52;17;3;8;3;4;6;6;6;6;0.00;4.55;0.00;0.000;0.00;0.00;0.00;0.00;0.00;84.78;8.70;4.35;2.17
1138;0.30;0.00;0.00;0.00;1.00;9.47;0.00;44.87;38.88;0.00;0.00;0.00;0.00;1.20;673.49;64.93;15.67;14.18;2.98;0.00;0.75;0.00;0.00;1.49;88.51;21;2;8;3;4;6;8;6;6;0.00;0.40;0.00;0.000;0.00;0.00;0.00;0.00;0.00;47.62;28.57;23.81;0.00
1139;0.44;0.00;8.15;0.00;9.47;16.79;0.00;30.75;20.45;0.00;0.00;0.00;0.00;0.16;514.40;58.67;16.47;16.76;3.47;0.00;0.00;0.00;0.00;4.34;117.44;34;3;9;4;5;7;8;6;6;0.00;6.40;0.00;4.171;0.00;0.00;0.00;0.00;0.00;40.91;9.09;18.19;31.82
1140;0.07;0.00;1.87;0.00;4.38;25.04;0.24;17.66;32.89;0.00;0.00;0.00;0.00;0.07;636.08;11.21;17.16;61.12;2.10;0.00;0.00;0.00;0.00;8.41;114.42;34;4;8;3;4;6;4;5;6;0.00;10.11;0.00;0.000;0.00;0.05;0.00;0.00;0.00;72.50;25.00;2.50;0.00
1141;0.29;0.00;0.68;0.24;0.93;13.32;0.00;54.17;17.81;0.00;0.00;0.00;0.00;1.95;653.51;33.10;23.13;33.45;1.78;0.00;1.07;0.00;0.00;7.47;109.89;34;3;8;3;4;6;3;4;6;0.00;4.25;0.00;0.000;0.00;0.00;0.00;0.00;0.00;69.52;20.74;6.10;1.22
1142;0.00;0.00;0.82;0.00;0.54;7.03;0.00;32.73;52.12;0.00;0.00;0.00;0.00;0.54;674.83;36.93;35.27;19.92;2.07;0.00;0.00;0.00;0.00;5.81;92.10;31;4;8;3;4;6;3;4;5;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;86.67;13.34;0.00;0.00
1143;0.00;0.00;1.58;0.00;2.69;34.79;0.37;5.29;29.31;0.00;0.00;0.00;0.00;0.19;538.48;29.80;13.25;37.75;9.27;0.00;0.00;0.00;0.00;9.93;83.31;32;3;8;3;4;6;5;5;6;0.00;14.84;0.00;0.000;0.00;0.00;0.00;0.00;0.00;67.05;0.00;29.75;0.00
1144;0.00;0.00;3.31;0.65;1.23;23.53;0.00;21.91;34.22;0.00;0.00;0.00;0.00;0.65;495.65;14.71;9.80;58.33;5.39;0.00;0.49;0.00;0.00;11.27;138.90;29;4;9;4;5;7;5;4;6;0.00;3.18;0.00;0.000;0.00;0.00;0.00;0.00;0.00;66.66;0.00;18.52;14.81
1145;3.41;0.00;0.14;0.33;0.14;5.66;0.00;45.60;34.28;0.00;0.00;0.00;0.00;0.84;529.32;54.61;17.41;17.06;6.82;0.00;0.34;0.00;0.00;3.75;125.86;39;4;9;4;5;7;5;5;6;0.00;0.37;0.00;0.000;0.00;0.00;0.00;0.00;0.00;70.75;13.68;8.49;7.07
1146;0.31;0.00;0.00;0.76;0.15;7.25;0.00;28.53;15.48;0.00;0.00;0.00;0.00;2.06;532.20;50.56;14.61;20.79;0.56;0.00;1.12;0.00;0.00;12.36;101.74;32;4;9;3;5;6;3;4;6;0.00;35.85;0.00;0.001;0.00;0.08;0.00;0.00;0.00;58.97;10.26;23.07;6.41
1147;3.62;0.00;10.83;0.62;2.41;22.87;0.00;30.90;19.22;0.09;0.00;1.85;0.00;0.56;520.46;10.04;18.12;64.41;1.09;0.00;0.66;0.00;0.00;5.68;131.37;39;3;9;4;5;7;7;5;6;0.00;0.85;0.00;0.002;0.00;0.00;0.00;0.00;0.00;39.13;18.02;26.09;15.52
1148;3.97;0.00;0.19;0.10;0.97;23.52;0.00;23.67;39.88;0.00;0.00;0.00;0.00;0.53;508.27;10.26;18.68;64.10;0.73;0.00;0.73;0.00;0.00;5.49;126.00;38;3;9;4;5;7;8;6;6;0.00;0.15;0.00;0.001;0.00;0.00;0.00;0.00;0.00;43.25;29.73;9.46;17.57
1149;0.98;0.00;0.29;0.39;2.45;37.78;0.00;23.75;8.15;0.00;0.00;0.00;0.00;1.67;504.50;9.93;10.64;65.25;1.42;0.00;1.42;0.00;0.00;10.64;105.55;27;3;9;4;5;7;9;6;6;0.00;10.79;0.00;14.743;0.00;0.20;0.00;0.00;0.00;0.00;50.00;50.00;0.00
1150;1.39;0.00;1.74;0.00;5.03;15.02;0.00;37.07;11.28;0.00;0.00;0.00;0.00;0.35;519.43;33.33;9.09;24.24;4.85;0.00;0.61;0.00;0.00;26.06;0.00;38;3;9;4;5;7;9;7;6;0.00;2.17;0.00;0.000;0.00;0.00;0.00;0.00;0.00;34.83;0.90;57.55;2.69
1151;3.30;0.00;0.00;0.07;0.12;22.61;0.00;28.59;33.92;0.00;0.02;0.00;0.00;1.05;512.85;1.63;4.90;83.12;2.36;0.00;0.36;0.00;0.00;7.26;137.64;27;3;9;4;5;7;8;6;6;0.00;0.83;0.00;0.001;0.00;0.00;0.00;0.00;0.00;55.80;19.20;17.86;6.70
1152;2.41;0.00;16.04;2.02;8.51;31.20;5.07;15.85;8.61;2.46;0.00;0.20;0.00;1.48;505.67;41.55;27.46;21.48;7.39;0.00;0.00;0.00;0.00;2.11;96.77;29;3;9;4;5;7;7;6;6;0.00;3.35;0.00;0.000;0.00;0.00;0.00;0.00;0.00;30.23;23.25;46.51;0.00
1153;6.59;0.00;0.12;0.42;0.05;18.13;0.00;17.19;50.89;0.00;0.00;0.00;0.05;0.57;632.21;3.83;7.85;80.47;3.10;0.00;0.36;0.00;0.00;3.10;171.75;41;2;8;3;4;7;8;6;6;0.00;0.17;0.00;0.000;0.00;0.00;0.00;0.00;0.43;67.17;19.40;10.45;2.24
1154;0.00;0.00;0.23;0.00;0.14;18.30;0.00;42.45;30.92;0.00;0.00;0.00;0.00;0.59;716.52;11.86;14.92;65.76;1.02;0.00;0.00;0.00;0.00;6.44;132.54;45;2;8;3;4;6;9;7;6;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;1.00;70.58;5.88;11.76;11.76
1155;0.57;0.00;0.62;0.00;0.29;34.46;0.00;25.17;29.22;0.00;0.00;0.00;0.00;0.52;750.01;8.39;20.63;58.39;1.40;0.00;0.35;0.00;0.00;10.84;163.25;55;2;7;3;3;6;8;7;5;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;1.00;93.10;6.90;0.00;0.00
1156;10.99;0.00;0.00;0.00;0.06;16.26;0.00;30.02;35.46;0.00;0.00;0.00;0.00;1.28;503.50;20.08;29.51;36.89;6.15;0.00;0.00;0.00;0.00;6.15;135.99;39;3;9;4;5;7;7;5;6;0.00;0.00;0.00;0.050;0.00;0.00;0.00;0.00;0.50;73.69;10.52;8.77;6.14
1157;11.12;0.00;14.33;0.10;7.72;14.73;0.30;7.52;13.33;0.00;0.00;0.00;0.00;0.00;363.02;13.57;8.57;42.14;5.00;0.00;0.00;0.00;0.00;29.29;0.00;58;4;10;5;7;8;6;5;6;0.00;0.00;0.00;0.000;0.00;0.10;0.00;0.00;1.00;60.71;3.57;17.85;10.71
1158;1.03;0.00;1.40;0.24;2.46;42.63;0.00;23.94;22.78;0.00;0.00;0.00;0.00;0.26;614.59;6.38;13.35;73.31;1.93;0.00;0.19;0.00;0.00;4.64;146.62;41;2;8;3;4;7;7;6;6;0.00;0.21;0.00;0.000;0.00;0.00;0.00;0.00;0.00;78.86;13.46;3.85;3.84
1159;0.69;0.00;0.42;1.11;2.06;58.26;0.00;15.39;14.41;0.00;0.00;0.00;0.05;0.53;632.74;4.26;10.25;75.63;2.13;0.00;0.19;0.00;0.00;7.35;175.40;43;2;8;3;4;7;7;6;6;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;91.67;8.34;0.00;0.00
1160;1.32;0.00;0.56;0.20;0.46;43.19;0.00;16.67;28.91;0.00;0.00;0.61;0.00;2.49;513.16;4.06;21.77;66.05;2.95;0.00;1.11;0.00;0.00;4.06;178.93;57;2;9;4;5;7;8;6;6;0.00;0.00;0.00;2.604;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00
1161;0.00;0.00;6.41;0.00;1.26;39.98;0.00;22.22;25.66;0.00;0.00;0.00;0.00;0.00;640.67;16.53;28.93;48.76;0.00;0.00;0.00;0.00;0.00;4.13;149.63;37;2;8;3;4;6;7;7;6;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;88.45;0.00;5.15;0.00
1162;3.97;0.00;0.90;0.00;0.54;28.16;0.00;22.92;33.94;0.00;0.00;0.00;0.00;1.81;525.53;20.00;37.33;24.00;5.33;0.00;0.00;0.00;0.00;10.67;179.61;49;2;9;4;5;7;7;6;6;0.00;0.00;0.00;0.000;0.00;0.00;0.18;0.00;0.00;27.27;9.09;27.27;36.36
1163;0.53;0.00;0.46;0.00;4.47;35.56;0.00;28.53;22.39;0.00;0.00;0.00;0.00;1.10;701.41;23.83;34.72;27.20;9.33;0.00;1.04;0.00;0.00;3.37;106.68;45;3;8;3;3;6;6;5;5;0.00;2.09;0.00;0.000;0.00;0.00;0.00;0.00;0.00;54.63;11.11;18.52;12.96
1164;0.09;0.00;0.00;0.20;2.28;34.63;0.00;30.76;19.49;0.00;0.00;0.00;0.00;0.68;543.56;29.86;20.65;35.38;6.13;0.00;0.00;0.00;0.00;7.77;112.22;33;2;8;3;4;6;6;5;5;0.00;3.56;0.00;0.000;0.00;0.00;0.00;0.00;0.00;30.65;33.87;19.35;9.68
1165;8.14;0.00;0.00;0.00;0.00;12.94;0.00;29.92;37.30;0.00;0.00;0.00;0.00;3.86;478.72;17.09;16.24;53.85;2.99;0.00;0.85;0.00;0.00;8.97;101.92;37;3;9;4;4;7;6;4;5;0.00;0.00;0.00;0.000;1.00;0.00;0.00;0.00;0.00;74.06;12.97;10.04;2.93
1166;0.00;0.00;3.42;1.15;4.81;32.07;0.00;34.32;17.21;0.00;0.00;0.00;0.00;0.35;657.46;12.14;17.48;63.59;0.64;0.00;0.00;0.00;0.00;5.83;134.74;41;3;8;3;4;6;5;5;6;0.00;1.06;0.00;0.000;0.00;0.00;0.00;0.00;0.00;59.16;15.00;19.16;4.17
1167;0.58;0.00;2.89;0.66;7.75;62.14;0.00;12.84;10.33;0.00;0.00;0.00;0.00;0.15;779.30;19.21;23.16;50.85;4.24;0.00;0.00;0.00;0.00;2.54;105.87;32;2;6;2;2;5;6;5;5;0.00;0.27;0.00;0.000;0.00;0.00;0.00;0.00;0.00;57.14;12.50;14.28;5.36
1168;0.03;0.00;1.12;0.12;4.05;47.67;0.00;19.55;19.81;0.00;0.00;0.00;0.00;0.52;806.48;3.84;22.60;66.95;0.64;0.00;0.21;0.00;0.00;5.76;119.92;30;2;6;2;2;5;6;6;5;0.00;2.24;0.00;0.000;0.00;0.00;0.00;0.00;0.00;46.66;33.33;6.67;13.33
1169;7.22;0.00;1.24;0.76;0.13;15.26;0.00;39.62;24.20;0.16;0.06;0.00;0.00;5.25;616.03;10.14;41.75;40.33;2.83;0.00;0.00;0.00;0.00;4.25;114.11;38;2;8;3;4;6;6;5;5;0.00;0.86;0.00;0.000;0.00;0.00;0.00;0.00;0.00;75.45;13.63;9.09;1.82
1170;5.75;0.00;0.16;0.00;0.37;30.36;0.00;15.49;39.92;0.00;0.00;0.00;0.00;0.71;682.38;3.13;13.28;73.05;1.95;0.00;0.40;0.00;0.00;8.20;143.34;18;2;8;3;3;6;6;5;5;0.00;0.76;0.00;0.000;0.00;0.00;0.00;0.00;0.00;79.41;16.17;4.41;0.00
1171;5.09;0.00;0.05;0.08;0.99;42.63;0.00;15.85;28.44;0.00;0.00;0.00;0.00;0.85;589.05;3.44;9.69;77.08;2.92;0.00;0.10;0.00;0.00;6.56;163.11;37;2;8;3;4;6;7;5;5;0.00;0.03;0.00;0.000;0.00;0.00;0.00;0.00;0.00;91.11;3.33;4.44;1.11
1172;11.60;0.00;0.00;0.06;0.00;31.78;0.00;18.11;27.46;0.00;0.00;0.00;0.00;2.54;596.39;4.28;20.51;58.55;8.54;0.00;0.00;0.00;0.00;7.26;143.56;33;2;8;3;4;7;7;6;6;0.00;0.47;0.00;0.000;0.00;0.00;0.00;0.00;0.00;95.65;4.35;0.00;0.00
1173;0.87;0.00;0.27;0.03;0.74;25.45;0.00;29.63;32.02;0.00;0.00;0.00;0.00;2.09;568.30;8.41;12.89;69.06;2.02;0.00;0.22;0.00;0.00;7.40;117.31;31;2;8;3;3;6;6;4;5;0.00;1.70;0.00;0.000;0.00;0.00;0.00;0.00;0.00;77.20;11.92;7.77;2.07
1174;0.27;0.00;0.00;0.00;0.38;32.47;0.00;31.53;27.29;0.00;0.00;0.00;0.00;0.27;626.75;8.80;9.93;68.40;4.07;0.00;0.00;0.00;0.00;8.58;116.48;25;2;8;3;3;6;6;5;5;0.00;0.24;0.00;0.000;0.00;0.00;0.00;0.00;0.00;80.00;10.00;10.00;0.00
1175;8.72;0.00;0.00;0.72;1.19;9.79;0.00;20.42;51.64;0.00;0.00;0.00;0.00;0.18;435.60;11.55;7.17;59.36;13.95;0.00;0.00;0.40;0.00;6.77;0.00;58;3;10;4;5;8;6;4;5;0.00;0.00;0.00;0.044;0.00;0.00;0.00;0.00;0.00;77.21;10.12;6.33;6.33
1176;5.26;0.00;13.00;1.46;7.65;11.68;0.41;17.14;15.35;1.32;0.46;0.84;0.00;1.23;441.81;13.57;23.45;29.48;6.03;0.00;0.17;0.00;0.00;19.43;0.00;42;4;10;4;6;8;6;5;6;0.00;3.39;0.00;15.818;0.00;0.05;0.00;0.00;0.00;40.99;8.20;19.67;4.92
1177;2.63;0.00;12.76;0.00;2.66;41.43;0.00;15.60;16.09;0.67;0.00;0.21;0.00;2.07;582.78;10.34;21.45;61.50;3.10;0.00;0.26;0.00;0.00;2.84;126.93;29;2;8;3;4;6;7;6;6;0.00;1.44;0.00;22.387;0.00;0.07;0.00;0.00;0.00;90.00;10.00;0.00;0.00
1178;13.71;0.00;3.12;0.78;0.26;21.55;0.00;16.60;32.36;0.78;0.00;0.48;0.00;4.38;543.46;21.48;40.94;24.61;6.72;0.00;1.34;0.00;0.00;4.47;104.55;38;2;9;3;4;7;7;6;6;0.00;1.75;0.00;0.050;0.00;0.00;0.00;0.00;0.00;64.01;15.34;16.40;4.23
1179;12.54;0.00;0.03;0.06;0.00;19.29;0.00;28.44;27.80;0.00;0.00;0.00;0.00;3.11;430.53;8.88;20.87;52.89;5.99;0.00;1.24;0.00;0.00;9.92;144.62;22;3;10;4;5;8;7;5;6;0.00;0.12;0.00;0.000;1.33;0.00;0.00;0.00;0.00;72.37;17.08;5.02;5.53
1180;2.83;0.00;0.93;0.00;1.34;17.27;0.00;27.99;37.16;0.00;0.00;0.00;0.00;2.34;469.49;12.05;10.99;61.31;3.81;0.00;0.63;0.00;0.00;10.99;101.23;30;3;9;4;5;8;6;4;5;0.00;0.03;0.00;0.000;0.00;0.00;0.00;0.00;0.00;79.15;12.83;8.02;0.00
1181;0.00;0.00;2.26;0.94;12.25;46.57;0.00;25.04;1.64;0.00;0.00;0.00;0.00;2.42;456.00;54.76;31.55;4.76;1.79;0.00;0.00;0.00;0.00;7.14;72.27;19;3;9;3;4;7;6;5;6;0.00;1.87;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;15.00;40.00;45.00
1182;19.20;0.00;0.00;0.26;0.00;9.45;0.00;11.52;42.62;0.00;0.00;0.00;0.00;4.40;394.93;14.52;21.94;42.58;3.87;0.00;1.61;0.00;0.00;15.48;114.60;38;3;10;4;5;8;6;4;5;0.00;0.00;0.00;0.000;1.25;0.00;0.00;0.00;0.00;69.77;20.93;9.30;0.00
1183;27.49;0.00;0.00;0.10;0.00;3.59;0.00;11.75;47.41;0.00;0.00;0.00;0.00;2.59;255.09;32.80;10.40;25.60;19.20;0.00;1.60;0.00;0.00;6.40;0.00;31;4;11;5;6;8;6;4;5;0.00;0.00;0.00;0.000;2.00;0.00;0.00;0.00;0.00;68.55;12.58;12.58;5.66
1184;3.33;0.00;0.85;0.00;1.73;34.07;0.00;4.46;32.32;0.03;0.00;0.03;0.00;2.35;222.61;5.33;10.67;63.24;0.57;0.00;0.57;0.00;0.00;19.62;84.51;25;4;11;5;6;9;6;4;5;0.00;0.64;0.00;0.000;2.20;0.00;0.00;0.08;0.00;60.94;16.42;12.04;8.39
1185;7.37;0.00;0.00;0.06;0.03;8.17;0.00;4.49;49.70;0.00;0.00;0.00;0.00;1.49;176.30;9.07;24.15;37.22;1.88;0.00;0.00;0.00;0.00;27.44;99.39;24;4;11;5;6;9;6;4;5;0.00;0.02;0.00;0.000;2.50;0.00;0.29;0.18;0.00;60.28;27.91;8.29;2.87
1186;14.97;0.00;0.00;0.03;0.00;13.00;0.00;4.17;50.55;0.00;0.00;0.00;0.00;3.67;271.17;17.32;15.47;46.65;3.69;0.00;1.38;0.00;0.00;15.47;94.02;21;4;10;4;5;8;6;4;5;0.00;0.00;0.00;0.000;2.17;0.10;0.00;0.00;0.00;76.89;17.53;5.18;0.40
1187;2.45;0.00;0.24;0.00;1.11;23.89;0.00;6.08;35.43;0.03;0.00;0.03;0.00;2.11;103.99;6.80;4.53;55.67;0.50;0.00;0.50;0.00;0.00;29.72;82.46;14;4;11;6;7;9;6;4;5;0.00;0.97;0.00;0.000;2.00;0.00;0.31;0.21;0.00;50.45;31.20;10.09;7.34
1188;21.79;0.00;0.96;1.25;0.10;8.94;0.00;22.70;32.66;0.34;0.13;0.36;0.00;2.74;374.96;10.65;41.83;33.84;5.70;0.00;0.57;0.00;0.00;7.22;114.57;12;3;10;4;6;8;7;6;6;0.00;0.42;0.00;1.374;1.75;0.03;0.00;0.00;0.00;79.36;14.29;5.16;0.40
1189;14.38;0.00;8.42;3.44;2.73;14.66;0.00;12.68;28.01;1.22;0.83;1.26;0.00;1.50;397.49;7.72;21.96;61.72;1.19;0.00;0.00;0.00;0.00;7.42;130.27;25;3;10;4;6;8;7;6;6;0.00;1.94;0.00;31.218;2.00;0.04;0.20;0.04;0.00;56.86;23.53;19.60;0.00
1190;13.58;0.00;0.54;1.14;0.49;39.87;0.00;13.69;21.89;0.00;0.00;0.00;0.00;1.52;360.47;3.67;15.51;68.98;4.89;0.00;0.00;0.00;0.00;6.94;163.76;23;3;10;4;6;8;7;5;6;0.00;0.05;0.00;0.001;1.00;0.00;0.00;0.00;0.00;85.71;9.52;4.76;0.00
1191;18.17;0.00;0.03;1.34;0.13;13.82;0.00;19.74;38.24;0.00;0.00;0.00;0.00;3.57;378.11;10.56;31.46;40.14;10.80;0.00;0.23;0.00;0.00;4.69;116.56;21;3;10;4;6;8;7;5;6;0.00;0.00;0.00;0.000;2.00;0.00;0.00;0.00;0.00;85.60;8.00;3.20;2.80
1192;7.95;0.00;0.09;0.05;0.20;30.08;0.00;18.43;28.78;0.00;0.00;0.00;0.00;3.70;370.15;7.30;14.02;64.17;2.21;0.00;1.15;0.00;0.00;11.05;114.92;28;3;10;4;6;8;7;5;6;0.00;0.16;0.00;0.000;2.00;0.00;0.00;0.00;0.00;85.95;8.07;4.37;1.15
1193;10.91;0.00;0.90;1.50;0.41;21.65;0.00;15.95;34.91;0.00;0.04;0.09;0.00;3.14;212.83;3.64;13.88;69.14;1.34;0.00;2.56;0.00;0.00;8.22;123.85;23;4;11;5;7;9;7;5;6;0.00;0.00;0.00;0.000;2.60;0.51;3.78;0.75;0.21;55.61;23.00;19.78;1.60
1194;19.97;0.00;0.07;0.66;0.00;9.91;0.00;25.44;33.24;0.00;0.00;0.00;0.00;5.03;277.37;32.12;35.23;22.28;5.70;0.00;1.55;0.00;0.00;1.04;131.72;31;3;10;5;6;8;7;5;6;0.07;0.22;0.00;0.820;2.33;0.00;2.99;1.53;0.00;69.80;18.12;9.40;2.68
1195;16.67;0.00;0.72;0.00;0.62;10.60;0.00;22.22;37.14;0.10;0.00;0.00;0.00;3.50;267.00;20.45;41.67;23.48;4.55;0.00;0.00;0.00;0.00;9.85;107.17;29;4;11;5;7;9;7;5;6;0.00;0.00;0.00;0.000;2.33;0.00;1.13;0.31;0.00;69.69;15.15;15.15;0.00
1196;4.69;0.00;6.37;0.07;2.20;36.19;0.00;18.46;20.95;0.15;0.00;0.00;0.00;3.00;298.33;1.13;18.08;70.06;3.95;0.00;0.56;0.00;0.00;5.65;164.25;43;3;10;5;6;8;7;5;6;0.00;0.00;0.00;31.506;3.00;0.00;0.00;0.00;0.00;77.15;5.82;0.28;16.76
1197;16.94;0.00;3.60;3.86;1.57;6.02;0.00;16.09;35.58;0.13;0.07;0.00;0.00;2.35;289.23;5.83;37.86;39.32;4.86;0.00;0.49;0.00;0.00;11.65;124.21;12;3;10;5;6;8;7;5;6;0.00;0.00;0.00;0.000;2.67;0.00;2.16;0.52;0.00;53.08;23.85;20.00;3.08
1198;19.70;0.00;3.76;8.27;1.45;21.10;0.00;13.15;21.85;0.05;1.29;0.00;0.00;2.20;169.27;11.46;13.44;41.90;16.21;0.00;0.00;0.00;0.00;2.77;0.00;42;4;11;5;7;9;7;4;6;0.00;0.00;0.00;0.000;2.50;0.00;0.11;0.16;0.00;72.73;9.09;18.18;0.00
1199;3.66;0.00;6.37;4.55;4.55;38.06;0.00;9.94;15.83;0.06;0.22;0.10;0.00;1.50;175.11;2.02;15.25;64.13;3.14;0.00;0.45;0.00;0.00;13.23;110.22;22;4;11;5;7;9;6;4;6;0.00;0.00;0.00;2.902;3.00;0.00;0.00;0.00;0.14;50.80;26.99;12.69;7.93
1200;17.74;0.00;0.21;1.75;0.04;19.53;0.00;12.48;35.34;0.00;0.00;0.00;0.00;3.47;268.54;6.54;19.62;55.31;7.08;0.00;0.82;0.00;0.00;9.54;116.97;24;3;10;5;6;8;7;5;6;0.00;0.00;0.00;0.000;2.50;0.00;0.00;0.00;0.20;78.66;13.48;5.06;2.81
1201;2.46;0.00;0.74;0.03;4.29;33.40;0.00;12.65;28.45;0.24;0.00;1.54;0.00;2.21;235.99;6.93;11.51;65.25;3.58;0.00;0.89;0.00;0.00;11.28;127.78;23;3;11;5;6;8;7;4;6;0.00;1.28;0.00;0.240;1.70;0.08;0.00;0.00;0.38;60.44;12.63;7.15;2.75
1202;7.56;0.00;2.39;2.06;3.32;47.61;0.00;9.35;7.82;0.80;0.00;0.60;0.00;5.37;131.84;5.42;2.46;61.08;1.48;0.00;4.93;0.00;0.00;7.88;93.00;22;4;11;5;7;9;6;4;6;0.00;3.05;0.00;0.000;3.00;0.07;0.00;0.00;0.80;58.22;20.25;7.59;11.39
1203;2.65;0.00;0.87;0.17;5.04;39.67;0.00;7.80;8.92;2.35;0.04;4.89;0.00;3.50;140.97;1.78;6.99;70.27;0.27;0.00;1.92;0.00;0.00;13.15;95.30;13;4;11;5;7;9;6;4;5;0.00;8.24;0.00;0.003;2.25;0.19;0.00;0.00;0.70;54.72;18.86;4.72;1.88
1204;9.70;0.00;1.90;6.58;0.73;24.21;0.00;8.98;26.60;0.06;0.73;0.50;0.00;12.44;92.46;3.45;1.29;29.74;0.86;0.00;10.78;0.00;0.00;4.74;51.47;2;4;11;5;7;9;7;4;5;0.00;0.00;0.00;0.000;1.75;0.00;0.00;0.11;0.00;45.05;18.68;16.48;18.69
1205;0.67;0.00;0.00;1.25;0.48;35.61;0.00;17.52;16.55;0.00;0.00;0.00;0.00;21.75;59.62;0.00;0.00;61.59;0.00;0.00;13.24;0.00;0.00;7.95;33.02;6;4;12;6;7;10;7;4;4;0.00;0.00;0.00;0.000;2.00;0.10;0.00;0.00;0.00;100.00;0.00;0.00;0.00
1206;3.09;0.00;0.00;0.14;0.00;15.74;0.00;4.05;6.94;0.00;0.00;0.00;0.00;56.36;32.92;0.88;0.00;6.14;0.00;0.00;54.82;0.00;0.00;8.33;10.57;0;4;12;6;7;10;7;4;4;0.00;0.00;0.00;0.004;1.00;5.84;0.34;1.24;0.00;52.40;14.39;1.48;14.39
1207;10.58;0.00;2.24;5.81;0.00;16.39;0.00;15.20;21.61;0.00;0.00;0.00;0.00;16.24;98.21;1.32;6.58;11.84;2.63;0.00;14.47;0.00;0.00;10.53;53.64;11;4;11;5;7;9;7;4;4;0.00;0.00;0.00;0.000;2.00;0.00;0.15;0.60;0.00;60.00;0.00;26.67;13.33
1208;4.19;0.00;0.15;2.24;0.25;49.45;0.00;5.48;10.27;0.00;0.15;0.05;0.00;19.69;92.27;0.76;7.20;53.79;1.90;0.00;17.42;0.00;0.00;6.82;35.83;4;4;12;6;7;10;7;4;4;0.00;0.00;0.00;0.000;1.25;0.00;0.00;0.40;0.00;61.90;33.33;4.76;0.00
1209;10.73;0.00;0.70;8.18;0.18;35.53;0.00;5.28;10.47;0.00;0.00;0.00;0.00;15.22;71.85;2.00;1.00;38.00;2.00;0.00;21.00;0.00;0.00;6.00;33.71;3;4;12;6;7;10;7;4;4;0.00;0.00;0.00;0.461;4.00;1.67;1.41;1.32;0.00;89.22;2.70;3.92;0.49
1210;4.76;0.00;0.38;2.44;0.34;19.06;0.00;0.86;4.60;0.09;0.00;0.00;0.00;52.44;33.61;2.14;0.00;3.36;3.20;0.00;54.51;0.00;0.00;12.06;15.68;0;4;12;6;7;10;7;3;4;0.00;0.00;0.00;2.093;3.80;1.56;1.58;2.17;0.00;0.00;0.00;0.00;11.11
1211;5.35;0.00;0.35;2.12;0.15;35.40;0.00;13.75;23.89;0.00;0.03;0.00;0.00;5.06;179.83;3.23;7.96;72.69;0.00;0.00;1.51;0.00;0.00;13.12;72.81;12;4;11;5;6;9;7;4;5;0.00;0.00;0.00;0.000;2.00;0.00;0.09;0.03;0.00;88.23;8.23;3.53;0.00
