"","CLE","AB","BA","BP","BP_AB","BP_PM","H","PB","PM","PM_AB","PT","PT_AB","PT_PM","TO","BOG","ALTI","D_1A","D_1AR","D_R","D_2","D_4GA","D_7","D_8","D_8AR","D_WA","ELE","P_DEF","ARI","DWFC","EVA","GDD","MAT","PRECT","PRECU","VPD","AG","BR","FT","HF","HL","LOG","SBOM","SBOS","SBON","O1700","O1880","O1900","O1920","rf_index","Forest_Type","RainFall"
"408",408,5.77,0,3.91,2.98,0.74,8.19,0,4.47,5.4,3.17,0,3.72,0,30.35,64.01,0,0,1.09,0,0,21.74,0,0,14.13,19.05,5,8,12,7,10,11,5,2,8,2.05,7.26,2,33.293,1,18.44,8.19,2.61,6,3.16,2.11,13.68,8.42,"L_n","n","L"
"409",409,17.21,0,4.09,1.32,1.93,8.66,0,24.67,16,2.65,0,1.56,0,4.33,68.58,0,5.16,5.16,0,0,5.16,1.94,0,3.87,27.85,0,7,12,7,10,11,6,3,8,0.12,3.13,1.75,8.634,1,24.79,10.11,2.65,6.5,11.57,8.07,8.42,30.18,"L_c","c","L"
"410",410,12.83,0,3.4,3.73,2.19,14.47,0.49,12.77,8.72,6.63,0.82,4.11,0,6.3,71.12,0.37,0.73,23.08,0,0,6.59,2.56,0,4.4,49.66,9,7,12,7,10,11,6,3,8,1.37,3.13,1.83,51.644,1,26.43,8.39,1.43,8,1.09,2.18,7.19,30.06,"L_n","n","L"
"411",411,7.12,0,5.99,2.53,1.46,20.64,2.46,7.52,11.85,10.45,0.4,1.93,0,1.46,94.49,0.44,3.95,50,0.44,0,0,0,0,6.58,97.61,32,7,12,7,10,11,6,4,8,0.87,4.33,2,72.35,1.75,20.04,13.85,3.93,7.8,11.15,3.83,7.31,21.26,"L_m","m","L"
"412",412,3.16,0,2.23,1.92,2.27,4.62,26.48,5.04,5.85,10.55,5.97,5.97,0.27,4.08,103.91,1.5,1,19.2,8.48,0,8.48,0,0,2,52.91,15,6,12,8,11,11,7,4,9,0.62,2.66,2,18.141,1,14.93,3.23,0.54,9.57,0.48,2.15,12.65,18.85,"L_c","c","L"
"413",413,0.67,0.17,4.34,1.17,4.17,19.2,7.51,7.35,2.17,10.02,2.34,7.01,0.67,16.36,74.51,3.37,2.25,39.33,2.25,0,21.35,0,0,0,36.09,0,7,12,8,11,11,6,3,9,0,1.5,2,41.617,1,5.18,4.67,0.33,8.5,1.98,1.32,1.97,17.76,"L_d","d","L"
"414",414,3.02,0,2.87,2.65,4.86,4.64,7.8,5.08,4.49,11.55,4.64,14.57,1.1,9.27,79.63,1.44,2.39,16.75,9.09,0,15.31,0,0,3.35,50.22,6,7,12,8,11,11,6,3,9,4.56,0,2,10.309,1.25,10.89,7.73,1.32,10.5,1.34,2.02,7.4,33.86,"L_d","d","L"
"415",415,14.06,0,2.16,2.68,4.5,2.77,0.09,29.85,22.88,1.28,0.21,2.07,0,1,382.04,1.75,9.83,76.64,1.97,0,0.22,0,0,9.61,141.92,41,4,10,6,8,9,6,5,8,0,1.7,0,24.453,1,28.67,5.9,0.09,4.11,15.19,9.31,18.13,27.45,"H_c","c","H"
"416",416,14.8,0,1.17,3.03,3.26,1.63,0.12,9.21,11.77,0.47,0.82,2.56,0,2.45,351.16,9.73,50.44,38.94,0,0,0.88,0,0,0,144.78,36,5,10,6,8,9,6,5,8,0,0.47,0,13.804,0,67.72,7.34,0,3,10.24,3.41,12.5,19.31,"H_c","c","H"
"417",417,11.04,0,0.33,3.34,1,0.67,9.87,8.36,14.38,3.34,1,17.06,0,1.34,215.46,29.76,35.71,9.52,10.71,0,0,0,0,14.29,129.79,43,6,11,6,9,9,6,4,8,0,0,2,0.279,2,17.56,18.73,0.5,3,22.23,9.73,23.61,43.06,"L_m","m","L"
"418",418,6.53,0,1.9,2.97,2.23,11.23,0.72,9.14,16.53,1.6,0.97,3.22,0,1.45,319.93,1.52,13.09,70.32,2.13,0,0.15,0.3,0,12.18,128.2,37,5,10,6,8,9,6,4,8,0,9.12,1.75,3.676,1,26.16,18.24,3.24,5.55,10.48,6.98,13.35,25.47,"L_c","c","L"
"419",419,1.82,0,9.54,2.78,2.53,17.63,0.41,1.16,3.86,8.75,1.08,6.76,0,2.74,343.21,3.28,3.88,74.93,1.49,0,0.6,0,0,15.82,122.34,36,5,10,6,8,9,6,4,8,0,20.28,1.6,100,1.17,8,4.11,0.12,4.5,5.29,2.65,13.23,4.24,"L_d","d","L"
"420",420,11.37,0,1.86,1.09,4.85,3.2,2.33,36.13,14.07,0.03,0,0.28,0,1.4,365.12,10.04,23.14,45.2,10.26,0,0.44,0,0,10.92,101.2,35,4,10,6,8,9,6,5,8,0,0,1,37.875,2,42.19,4.07,0.16,6.2,40.94,9.06,17.78,17.45,"H_c","c","H"
"421",421,11.93,0,4.6,6.58,3.14,5.36,0.81,13.97,16.47,1.16,2.04,0.93,0,3.08,199,4.98,12.64,38.31,28.35,0,1.53,0,0,7.28,0,44,6,11,6,9,10,6,4,8,0,2.15,1.5,0.175,0,29.57,32.48,4.19,5.8,12.24,7.48,14.28,25.85,"L_c","c","L"
"422",422,6.59,0,2.95,2.56,2.95,5.51,0,6,18.19,5.01,2.75,1.57,0,0.69,280.85,0,10.56,70.42,2.82,0,0.7,0,0,11.27,139.79,36,6,11,6,9,9,6,4,8,0,7.37,1,22.156,1.67,36.48,27.53,5.11,8.67,2.66,4,20,20,"L_c","c","L"
"423",423,4.03,0,2.32,0.94,1.54,16.12,0,7.8,20.07,9.09,1.29,3.26,0,1.46,316.56,5.66,36.48,50.31,3.15,0,0.63,0,0,1.89,131.93,44,6,11,6,8,9,6,4,8,0,19.98,1,62.992,1,1.8,21.18,3.95,7,9.79,11.95,22.83,29.35,"L_c","c","L"
"424",424,7.93,0,0.2,0.66,0.4,19.82,0.07,30.91,24.64,0.53,0.33,0.2,0,1.06,444.5,2.83,12.26,73.58,0.94,0,0.47,0,0,9.91,138.72,52,4,10,6,8,9,5,5,8,0,0,1,92.633,1,0,0.59,0,7.33,61.4,16.66,15.78,6.14,"H_c","c","H"
"425",425,18.14,0,0.65,1.08,0.22,3.67,0.65,22.46,42.98,0.65,0,1.08,0,1.08,381,4.76,34.92,50.79,1.59,0,0,0,0,7.94,115.82,63,4,10,6,8,9,6,5,8,0,0,0,100,1,0,1.73,0,8,59.45,13.52,12.16,12.16,"H_c","c","H"
"426",426,27.44,0,0.13,5.49,0.67,1.2,0,14.06,33.47,0.54,0,0,0,1.47,323.09,24.3,31.78,19.63,12.15,0,0,0,0,12.15,112.06,56,4,10,6,8,9,6,5,8,0,0.13,1,89.627,1.33,0.54,20.35,0.67,9.33,47.55,26.22,16.4,9.84,"H_c","c","H"
"427",427,25.3,0,0.17,0.6,1.11,3.69,0.6,30.19,27.79,0,0,0.6,0,0.86,380.1,2.99,28.74,52.1,8.98,0,0.6,0,0,6.59,129.77,36,4,10,6,8,9,6,5,8,0,0,1,99.747,1.67,12.18,3.34,0,7.67,53.34,12,24,10.66,"H_c","c","H"
"428",428,13.71,0.03,3.49,1.47,2.27,4.05,0.03,38.4,15.25,0.06,0,0.17,0,1.16,334.4,2.49,18.5,67.98,4.36,0,0.62,0,0,5.61,133.17,43,5,11,6,8,9,6,5,8,0,0.23,1,40.345,1,50.41,13.4,2.32,9.43,33.44,15.8,15.8,16.72,"H_c","c","H"
"429",429,18.45,0,0.34,1.49,1.43,5.56,0.4,30.77,24.7,2.23,0.23,5.67,0,2.12,372.33,4.08,33.06,53.47,4.08,0,0.41,0,0,4.08,124.01,56,4,11,6,8,9,6,5,8,0,0,1,91.726,2,2.92,16.05,0.57,10,25.67,18.92,37.84,16.22,"H_c","c","H"
"430",430,15.19,0.79,6.5,6.38,8.04,2.92,0,17.06,25.1,0.1,0.13,1.77,0,1.02,241.77,9.4,32.89,42.67,5.45,0,0.38,0,0,6.77,115.2,26,6,11,7,9,10,6,4,8,0,0.41,1.5,61.406,1,17.03,31.96,2.97,12.4,16.33,13.57,16.84,24.38,"L_c","c","L"
"431",431,12.78,0.1,3.97,3.87,2.81,5.61,0.48,13.75,6.58,11.42,4.16,14.62,0,0.1,163.83,3.45,16.55,26.21,5.52,0,0,0,0,5.52,0,45,6,11,7,9,10,6,4,8,0,0.48,1,25.597,2,12.97,20.81,6.78,11,7.82,17.19,12.5,32.82,"L_c","c","L"
"432",432,5.51,0,0.7,0.2,1.1,5.81,0,30.53,6.81,5.21,0.2,9.81,0,0.7,346.32,9.66,53.79,28.97,1.38,0,0,0,0,5.52,100.82,37,5,11,6,8,9,6,5,8,0,0.1,1.5,0.016,0,52.05,1.8,0.6,11,8.61,6.04,16.37,35.35,"H_c","c","H"
"433",433,10.67,0,0.82,1.37,0.55,2.33,0.27,19.56,11.49,4.1,1.23,5.75,0,0.82,360.68,18.63,43.14,20.59,9.8,0,0,0,0,7.84,128.74,69,4,11,6,8,9,6,5,8,0,0,1.33,0.265,1,61.42,2.33,0,10,5.12,1.7,15.39,32.48,"H_c","c","H"
"434",434,5.76,0,3.66,0.95,2.28,3.71,0.71,35.63,9.61,0.71,0.19,0.14,0,1.43,467.51,45.54,29.7,13.86,5.94,0,0.33,0,0,4.62,100.11,38,4,11,6,9,9,6,5,8,0,0.1,1.67,1.994,1,40.63,17.94,14.13,9.83,26.34,10.18,16.77,13.17,"H_c","c","H"
"435",435,1.63,0,11.9,0.27,1,8.08,10.17,5.09,5,28.34,0.09,5.36,0,1.18,317,17.68,12.2,32.32,23.17,0,0,0,0,3.05,0,56,5,11,7,9,10,6,4,8,0,5.09,1.5,82.503,2,10.99,8.63,2.54,9,0,0,6.46,16.13,"L_d","d","L"
"436",436,4.91,0,2.87,0.3,0.3,5.8,2.81,11.43,7.96,6.28,0.06,1.92,0,2.03,462.92,16.67,48.68,25.44,6.15,0,0,0,0,3.07,125.49,48,4,10,6,8,9,5,5,8,0,4.01,1,26.024,0,56.91,1.68,0.3,8,12.27,5.81,7.75,21.94,"H_c","c","H"
"437",437,2.68,0,11.3,1.15,0.32,14.17,4.79,1.85,8.36,35.04,0,2.55,0,1.4,369.3,9.95,27.15,55.2,1.81,0,0,0,0,4.98,142.12,59,4,11,6,9,9,6,5,8,0,3.83,1,89.512,2,17.74,4.91,0.96,9.6,6.7,4.7,6.04,12.76,"H_n","n","H"
"438",438,23.57,0,6.02,6.02,2.7,0.83,0.83,4.26,24.4,2.6,0.1,1.66,0,1.56,414.53,47.69,30,5.38,12.31,0,0.77,0,0,3.85,78.64,45,4,10,6,8,9,6,5,8,0,0.21,1,13.985,0,64.69,6.65,0,10,0.75,4.48,9.7,38.8,"H_c","c","H"
"439",439,10,0,1.76,4.51,1.57,1.76,0,25.49,23.33,0,0,1.18,0,0.98,292.42,12,41.33,28,4,0,0,0,0,10.67,144.78,53,5,11,6,9,9,6,5,8,0,0,1,0.015,1,35.49,3.53,0,12.5,14.44,10,23.33,20,"H_c","c","H"
"440",440,18.39,0,3.13,8.22,2.74,10.41,0.08,10.41,24.88,1.17,0.47,1.8,0,1.56,248.63,1.67,36.67,52.78,1.67,0,0.56,0,0,4.44,136.72,49,6,11,7,9,10,6,4,8,0,1.49,1.25,9.23,3,47.42,17.21,0.08,11,8.23,5.63,12.12,33.33,"L_c","c","L"
"441",441,1.46,0.22,15.11,4.31,2.04,5.84,7.37,10.07,4.53,5.69,0.95,0.88,0,0.51,339,25.87,13.43,29.35,12.44,0,0,0,0,0,0,55,5,11,6,9,10,6,5,9,0,5.04,2,8.539,1,16.06,21.68,24.53,10.67,3.72,4.97,9.54,20.33,"H_c","c","H"
"442",442,6.45,0,12.41,0.25,0.74,11.17,0.25,12.9,17.37,7.94,0,0.74,0,3.97,475.49,11.86,28.81,57.63,1.69,0,0,0,0,0,140.09,42,4,10,6,8,9,6,5,8,0,1.24,1,17.914,0,56.33,10.42,1.49,9,0,0,16.66,36.66,"H_c","c","H"
"443",443,2.27,0,14.77,0.38,0.51,5.43,2.53,8.84,14.65,26.89,0,1.77,0,1.52,368.05,12.15,41.12,40.19,0,0,0.93,0,0,4.67,135.37,44,4,11,6,9,10,6,5,8,0,1.26,2,70.306,1,27.15,15.78,8.46,9.5,1.56,10.94,25.01,15.62,"H_d","d","H"
"444",444,1.29,0,15.63,4.4,7.52,2.58,0.97,9.94,7.04,9.72,5.59,5.8,0,1.29,290.97,18.04,36.47,37.22,2.63,0,0,0,0,4.14,120.72,42,5,11,7,9,10,7,5,9,0,2.04,2,15.223,1,12.51,25.78,14.02,10.2,3.28,7.66,16.79,26.28,"H_c","c","H"
"445",445,0.09,0,25.36,3.42,5.03,6.74,0.95,4.65,5.32,15.29,0.76,0.66,0,1.8,307.06,9.68,32.9,46.45,3.88,0,0,0,0,5.81,126.82,46,4,11,6,9,10,7,5,8,0,5.6,2,2.798,1.5,24.79,16.81,5.51,12,1.36,2.04,4.07,20.68,"H_d","d","H"
"446",446,3.88,0,10.18,1.29,0.57,8.48,2.99,14.14,4.68,22.37,0.32,8.72,0,0.97,205.34,2.78,32.78,47.22,3.89,0,0.56,0,0,10,126.68,50,6,11,7,10,10,6,4,8,0,4.77,1.5,62.758,2.5,19.14,11.31,1.94,10,3.78,5.4,17.3,24.32,"L_c","c","L"
"447",447,6.19,0,0.43,0.46,0.89,14.43,0.46,47.1,14.09,0.12,0.15,0.46,0,2.79,480.67,1.07,10.46,71.31,5.09,0,0.54,0,0,11.53,104.7,21,4,10,6,8,9,5,5,8,0,0.08,0,85.945,0,0,0,0,4,68.42,20.53,6.31,4.74,"H_c","c","H"
"448",448,12.2,0,0.44,2.18,1.74,5.45,0,42.05,19.61,0,0,0.22,0,1.31,503.9,18.46,33.85,35.38,0,0,0,0,0,12.31,88.27,42,4,10,6,8,9,5,4,8,0,0,0,100,0,0,0,0,9,68.58,14.28,11.43,2.86,"L_c","c","L"
"449",449,0.7,0,2.28,1.93,4.57,0,9.49,15.29,13.71,10.54,2.99,22.32,0,1.58,250.51,34.57,27.16,22.22,8.64,0,0,0,0,7.41,113.82,53,5,10,6,8,9,6,4,8,0,1.41,1,0.989,1,7.38,2.99,0,3,0.81,15.33,48.39,26.62,"L_c","c","L"
"450",450,3.39,0,0.76,0.97,0.89,14.06,0.21,3.3,6.69,12.66,1.78,6.95,0,3.18,398.6,2.19,9.69,72.5,4.38,0,2.19,0,0,9.06,101.6,32,5,10,5,7,9,6,4,8,0,27.74,1,89.701,1,10.12,2.33,0.13,4.2,4.51,7.34,11.86,9.04,"L_d","d","L"
"451",451,8.24,0,0.91,4.78,0.7,8.77,0.07,7.86,27.22,2.32,0.91,0.58,0,1.08,177.14,4.01,30.7,47.34,2.96,0,0.24,0,0,8.38,113.45,39,7,11,6,9,10,5,2,8,0,4.73,1.94,8.612,1.22,21.07,27.39,11.69,7.33,11.86,8.81,15.81,25.54,"L_c","c","L"
"452",452,4.16,0,1.88,7.15,2.84,3.65,10.09,17.23,20.63,1.62,0.2,3.85,0,6.13,286.41,23.88,34.7,6.34,22.39,0,7.09,0,0,4.48,89.44,23,5,10,5,8,9,6,4,8,0,5.02,1,15.12,1,10.64,18.65,0.66,3,15.66,20.18,32.23,13.85,"L_c","c","L"
"453",453,6.28,0,0.68,10.69,0.47,5.31,0.9,15.35,20.23,8.29,0.04,0.36,0,2.58,373.82,12.79,38.38,29.24,5.74,0,1.57,0,0,8.09,101.01,20,6,10,6,8,9,5,3,8,0,9.36,1.43,25.705,1.14,9.07,17.5,3.26,4.57,40.36,14.15,15.66,10.54,"L_c","c","L"
"454",454,6.3,0,0.65,13.99,0.8,3.19,3.04,25.87,27.54,0,0,0.14,0,1.01,210,17.48,20.87,33.98,16.02,0,0,0,0,5.83,0,52,7,11,6,9,9,5,2,8,0,0.36,1,0.003,1.5,3.41,33.91,9.78,4.67,32.97,15.93,23.08,16.48,"L_c","c","L"
"455",455,6.12,0,0.53,9.35,0.75,1.07,0.69,19.23,29.92,0,0.31,0.13,0.03,1.54,346.63,22.69,33.48,25.84,13.71,0,0,0,0,4.04,119.59,40,6,10,5,8,9,5,3,7,0,0.69,1,0.003,1,31.02,22.55,2.16,3.14,41.58,17.48,15.14,12.37,"L_c","c","L"
"456",456,18.35,0,0,4.94,0.14,1.37,0,13.73,40.18,0,0.18,0.27,0,1.83,318.37,11.55,44.22,32.34,4.95,0,0.66,0,0,4.62,113.24,29,6,10,5,8,9,5,3,7,0,0,1,0.013,0,32.54,9.29,0.73,4.33,34.5,18.72,15.2,12.86,"L_c","c","L"
"457",457,12.36,0,5.09,15.42,1.68,0.46,0.08,5.57,21.4,2.68,0.78,0.16,0,1.3,222.14,23.91,42.69,17.65,3.23,0,0.38,0,0,9.49,101.79,23,7,11,6,9,10,5,2,8,0,0.22,1.33,7.17,2.33,22.05,37.15,12.15,5.22,10.16,10.99,10.72,25.82,"L_c","c","L"
"458",458,8.52,0,0.72,2.86,1.56,23.75,4.88,15.88,21.01,0.13,0.33,1.04,0,7.22,78.23,0,0,29.52,0,0,7.93,0,0,5.29,47.63,6,6,11,6,9,10,7,3,6,0,2.08,0,1.543,3,4.81,2.93,0,1,42.85,32.47,20.78,2.6,"L_m","m","L"
"459",459,11.6,0,0.58,1.49,0.29,2.49,5.51,11.18,17.82,0.36,0.55,0.55,0,16.49,60.81,4.74,1.24,5.15,4.95,0,16.49,0.82,0,5.36,23.8,4,6,11,6,9,10,7,3,7,0.26,8.71,0,5.799,0,22.25,4.31,0.23,1,23.76,15,8.13,34.38,"L_c","c","L"
"460",460,0.52,0,0,1.22,0,58.26,0,0.17,1.22,0,0.17,0.17,0,1.74,106.2,0,0,75.26,0,0,14.43,0,0,2.06,41.24,9,7,11,6,9,10,7,3,7,0,31.65,0,1.516,0,0,0,0,2,2.22,3.7,0,8.89,"L_n","n","L"
"461",461,6.43,0,0.1,0.6,0,18.47,1.31,4.12,8.94,0.5,0.2,0.3,0,22.69,74.44,0,0,5.88,0,0,25.74,0,0,3.68,24.7,0,7,11,6,9,10,6,3,7,0,13.76,0,0.106,2,17.37,1.31,0.1,2,22.22,14.81,18.52,22.22,"L_m","m","L"
"462",462,8.45,0,0.69,1.81,1.42,4.62,0.45,13.73,14.54,1.06,1.24,0.6,0,14.27,72.17,1.78,2.76,7.1,7.49,0,13.02,0,0,1.38,28.9,6,9,11,7,9,10,5,1,7,0,4.77,1.2,4.741,2.33,41.34,5.19,0.06,3.18,12.54,12.89,25.78,25.09,"L_c","c","L"
"463",463,13.31,0,5.54,16.02,1.3,0.24,1.53,10.48,12.37,2.94,1.65,0.47,0.12,2.47,119.74,8.59,10.16,7.81,0,0,2.34,0,0,4.69,76.2,13,7,11,6,9,10,5,2,8,0,0.35,2,0.04,3,21.91,22.85,20.61,5,8,12,16,24,"L_m","m","L"
"464",464,61.04,1.1,0.1,2.3,0.5,0,0,6.79,18.08,0,0.2,0.2,0.5,0.1,460.59,28.37,0,0,0,0,2.13,66.67,1.42,0,36.26,9,3,10,6,7,10,8,6,8,0,0,1.67,0,3.67,28.67,22.08,0,5.67,10.98,10.37,14.64,25.61,"H_c","c","H"
"465",465,68.04,1.31,0.13,3.08,0.92,0,0,6.09,11.26,0,0,0,0.72,0.2,407.75,39.11,0.44,0,0,0,4.89,51.11,1.78,0.44,53.49,9,4,10,6,7,9,8,6,7,0,0,1,0.001,3.67,28.68,20.43,1.18,5.25,2.68,6.83,10.49,31.7,"H_c","c","H"
"466",466,55.35,0.21,0,2.69,0,0.28,0,3.69,12.33,0,0,0.21,0.5,0.35,443.48,65.33,3.02,0,0.5,0,1.01,25.62,1.51,0.5,68.58,15,4,10,5,7,9,8,6,7,0,0.28,1,0,0,59.18,11.91,0.35,4.75,2.91,2.91,7.92,23.49,"H_c","c","H"
"467",467,65.6,0,0.38,1.78,0.99,0,0,2.44,13.89,0,0,0,0.23,0,471.1,4.92,0.33,0,0.98,0,0.66,87.54,2.62,0,78.93,34,3,10,5,7,9,8,6,7,0,0.09,1,0.001,1,42.05,22.29,0.89,5,4.88,9.26,16.58,40.49,"H_c","c","H"
"468",468,49.93,0,0,0.32,0.23,0.09,0,3.44,27.91,0.41,0.59,0.36,0.23,0.45,278.24,56.29,12.26,0.63,0,0,1.26,10.38,0,0.63,66.39,13,5,11,6,8,10,7,5,7,0,0,1,0.033,1,36.66,19.39,2.72,5.17,12.07,19.39,28.75,20.06,"H_c","c","H"
"469",469,40.55,20.86,0.22,5.16,0.06,0,0,3.08,11.78,0.06,0.34,1.07,2.86,0.17,356.62,6.08,0,0,0,0,1.52,87.45,0.38,1.14,80.83,24,4,11,6,8,10,7,5,8,0,0,2,0.001,4.33,30.51,18.28,0.95,6.67,3.18,4.33,12.14,35.55,"H_c","c","H"
"470",470,31.2,1.73,2.6,2.69,0.17,0,0,16.38,16.46,0.87,0.78,0.09,2.43,2.25,384.81,63.1,0.6,0,0,0,15.48,16.07,0.6,1.19,54.03,5,4,11,6,8,10,7,5,8,0,0,3.33,0.006,3,34.32,24.44,0.17,6,16.85,12.11,12.64,24.73,"H_c","c","H"
"471",471,60.57,0.15,0.9,11.8,0.45,0,0,3.37,9.59,0.35,1.56,0.6,0.6,0.2,452.7,33.57,0,0,0,0,0.35,64.69,1.4,0,58.01,23,3,11,6,8,10,7,6,8,0,0,3.25,0.959,1.75,27.22,15.47,0.15,7,3.16,7.3,11.44,39.06,"H_c","c","H"
"472",472,44.87,9.51,1.28,13.16,0.74,0,0,1.1,9.47,0.36,0.95,1.19,0.5,0,404.59,0.31,0,0,0.31,0,0,97.5,1.4,0,139.17,50,4,11,6,8,10,7,6,8,0,0,1.5,0.013,2.17,29.73,25.99,0.81,7.5,1.01,6.55,8.92,38.19,"H_c","c","H"
"473",473,61.02,2.23,0.15,5.82,1.54,0,0,1.87,11.64,0,0.37,0.62,0.37,0,472.78,1.79,0,0,0.26,0,0,94.12,1.79,0,120.19,45,3,11,6,7,10,7,6,8,0,0,1.6,0.001,1.71,36.6,22.14,0.99,6.43,2.18,10.4,14.6,40.53,"H_c","c","H"
"474",474,32.23,11.55,2.3,16.93,1.48,0,0.04,0.64,6.54,0.32,2.01,0.99,1.77,0,399.43,0.73,0,0.49,0.24,0,0,91.99,5.34,0.24,143.1,61,4,11,6,8,10,6,5,7,0,0,0,1.697,2.29,45.44,38.73,6.25,7.57,0.99,10.17,11.91,33.25,"H_c","c","H"
"475",475,33.45,0,5.16,15.39,6.28,0,0,6.36,15.13,0.52,0.95,8.43,0,0.09,433.83,12.12,2.42,2.42,1.21,0,0,56.37,22.42,0,138.18,72,4,10,6,7,10,7,6,7,0,0.09,1,0.136,1,27.43,15.74,0.34,5.33,6.82,12.5,28.97,35.79,"H_c","c","H"
"476",476,46.53,2.74,1.96,26.46,1.82,4.7,0,0.21,7.51,0,0.07,0.21,0.49,0.21,607.06,17.99,0,10.05,0,0,1.06,67.19,1.59,0,184.96,65,3,9,5,6,9,8,6,7,0,0,1,0.001,3,4.56,44.98,3.23,7.67,5.92,2.96,15.98,44.38,"H_c","c","H"
"477",477,37.96,0.28,0.61,11.35,0.72,9.59,0,0.88,11.13,0.06,0,0.99,1.87,0.88,654.5,30.53,1.15,8.02,0,0,1.15,48.47,8.78,1.15,194.24,72,3,8,5,5,8,8,7,7,0,0.06,1,0.013,1.67,25.51,17.3,2.87,4.75,9.65,16.66,13.59,25,"H_c","c","H"
"478",478,53.81,0.25,0.06,5.9,0,4.61,0,1.04,12.41,0.18,0.68,0.12,0.25,1.04,657.05,50.45,22.52,10.36,0.45,0.45,0.45,10.81,0.45,1.8,159.17,52,3,8,5,5,8,8,6,7,0,1.29,0,1.6,2.67,26.11,8.97,1.11,4,14.68,24.77,28.44,9.17,"H_c","c","H"
"479",479,41.93,0.72,0,5.06,0,35.06,0,0,6.87,0.12,1.33,0.12,0.48,0.6,687.07,20,14.78,26.09,0,0,0,33.91,2.61,0.87,215.9,79,3,8,5,5,8,8,6,6,0,3.25,0,5.789,3,6.27,10.72,0.24,4,0.38,49.15,22.77,12.52,"H_c","c","H"
"480",480,56.98,0,0,3.16,0.13,1.19,0,0.46,5.6,0,0,0.07,0,0,547.69,15.7,5.38,1.35,0,0,0,56.5,19.73,0,170.75,58,4,9,5,6,9,8,6,7,0,0,0,0.174,2,53.75,11.99,1.19,4,3.87,6.6,14.32,30,"H_c","c","H"
"481",481,56.81,0,0.08,4.69,0,5.63,0,0.78,2.27,0,0,0,0.7,0.23,621.46,23.91,17.93,9.78,0.54,0,0,34.78,10.33,1.09,204.05,82,3,8,5,5,8,8,6,7,0,13.46,0,18.262,2.67,21.99,14.79,2.66,4,1,12.38,13.87,16.83,"H_c","c","H"
"482",482,37.4,0,0,4.84,0.05,32.2,0,1.34,11.78,0,0.36,0.05,0.82,0.46,860.52,21.22,20.5,27.7,0.72,0,0,25.54,2.88,0.72,182.13,63,2,5,3,3,7,8,7,6,0,1.7,0,0.665,2.67,11.57,11.01,1.44,5.33,4.7,11.77,23.53,27.06,"H_c","c","H"
"483",483,58.73,1.87,0.87,8.48,0,0.12,0,0.87,6.36,0.12,0,0.62,0.37,0.5,672.08,37.17,35.4,3.54,0,0,0,10.62,11.5,0.88,149.86,56,3,8,4,5,8,7,5,7,0,0.12,0,0,4,27.06,34.04,6.86,5,15.57,16.17,26.95,23.95,"H_c","c","H"
"484",484,52.38,0.23,2.87,8.28,2.31,0,0,1.51,9.94,0,0.23,0.34,0.45,0,533.06,3.72,0,0.8,0,0,0,91.49,3.99,0,118.68,55,3,10,5,7,9,7,6,7,0,0.26,1,0.483,1.17,44.6,23.73,3.36,7.5,1.64,8.2,23.31,31.69,"H_c","c","H"
"485",485,32.86,0.86,1.16,7.98,2.59,1.64,0,7.46,27.04,0.3,1.29,0.86,0.04,0.04,448.85,11.87,3.56,20.47,1.49,0,0,25.52,35.31,0.89,168.39,52,4,10,6,7,10,7,5,7,0,5.13,1,5.59,1,14.45,37.9,1.94,6.83,3.12,10.24,21.15,32.07,"H_c","c","H"
"486",486,20.67,0,17.23,1.8,6.15,1.39,0,7.22,39.21,0.41,0,0.49,0,0.33,517.75,24.46,10.87,4.89,0,0,0.54,28.26,29.35,0,114.3,51,4,9,5,6,9,7,4,7,0,1.64,0,70.694,2.67,0.08,10.75,3.2,2.33,19.44,9.03,18.75,19.45,"L_c","c","L"
"487",487,33.05,0,0,0.42,0.14,0.07,0,10.18,30.81,0,0.14,0.98,5.82,1.33,477.16,73.17,20,0,2.44,0,0.49,1.95,0,0,69.71,20,4,10,5,7,9,6,3,7,0,0,0,0.001,5.25,20.35,30.74,5.4,4.5,15.09,16.81,35.34,16.81,"L_c","c","L"
"488",488,59.23,0,0,0.77,0,0.26,0,1.79,19.49,0,0,0,0.77,0.34,580.97,63.58,32.1,0,0,0,0,0,1.23,0.62,103.82,36,3,9,5,5,8,7,5,7,0,0.09,0,0.395,1.67,27.01,13.08,3.76,4.33,14.11,26.65,30.1,16.62,"H_c","c","H"
"489",489,36.66,0,0,0.23,0.31,0,0,14.9,20.36,0.23,0,4.84,2.89,0.31,554.82,47.22,40.56,2.78,0,0.56,1.67,3.89,0.56,0,107.5,38,4,9,5,6,9,6,4,7,0,0.23,0,3.626,3.67,42.36,16.38,2.26,5,16.26,12.45,17.99,32.53,"L_c","c","L"
"490",490,24.54,0,12.54,0.59,4.65,0.28,0,5.01,41.46,1.14,0.04,1.58,0.24,0.04,579.32,20.8,17.87,4,0,0,0.27,35.99,19.73,0,141.85,62,3,8,5,5,8,7,4,7,0,1.62,0,22.335,2.67,0.87,28.76,5.48,2.67,17.52,12.55,18.53,26.49,"L_c","c","L"
